the_geom,cartodb_id,segment_id,drive_on_right,oneway,level,tile_id,id,original_edges,best_frc,count_vals,count_vals_density
0103000020E61000000100000027000000AE123579F85D5940EE618C1D716B0840CABFE6A2E95D5940949344ECB16B08401E64A1D3E65D5940E1A86462C76B084048BB7F33E45D5940A38C0A11EE6B08401E2856DCE15D5940E524A97B246C084043322BE5DF5D59408A4FE88A686C0840CEFF5461DE5D5940D58037A1B76C08406D19BB5FDD5D59403ADC88B40E6D08409EC843EADC5D594020A5376C6A6D084098B27205DD5D59402EE0F341C76D0840536E3CB0DD5D594099456FA4216E084099CA10E4DE5D5940725F761A766E08404F5F1B95E05D594016861C65C16E0840B2EEB7B2E25D59406489AA9F006F0840A11D1628E55D5940D4DD155C316F0840473806DDE75D59403240E8BA516F08407A24E7B6EA5D5940E0A1AC7D606F0840DF5CAC99ED5D59408D182C135D6F0840F2A192DAFC5D59409FBFAF721A6F0840F5037143FD5D59405BB9A451176F08404B82C0AEFD5D5940244CD60C166F084089CB9AAEFE5D5940AD88F4CC0F6F08403A84F872015E59406876CA38F56E08407B3D7600045E594005F3B7C9C96E0840C6F6F63D065E594009380A2B8F6E0840369D7015085E59401465749D476E084084DDC474095E59405FE8E5E0F56D0840DA62734E0A5E594002327D199D6D084023A91E9A0A5E5940E6D5A0B0406D08404548DE540A5E5940B11E6F33E46C0840BA8E5B81095E59404D44CE2F8B6C08405852B727085E5940D5F77411396C0840E8F83955065E5940DF414300F16B08405BCBD01B045E5940E3C236C1B56B084012995D91015E594043C02B9B896B08405672DFCEFE5D5940F30677406E6B08409CBF7CEFFB5D59404EFE34BE646B0840BA28780FF95D59401920F2716D6B0840AE123579F85D5940EE618C1D716B0840,1818,56505680608,0,0,0,2140,1684,"0/2140/13616, 0/2140/13613",primary,1,1.87130617524066e-05
0103000020E61000000100000027000000CABFE6A2E95D5940949344ECB16B08401E64A1D3E65D5940E1A86462C76B084048BB7F33E45D5940A38C0A11EE6B08401E2856DCE15D5940E524A97B246C084043322BE5DF5D59408A4FE88A686C0840CEFF5461DE5D5940D58037A1B76C08406D19BB5FDD5D59403ADC88B40E6D08409EC843EADC5D594020A5376C6A6D084098B27205DD5D59402EE0F341C76D0840536E3CB0DD5D594099456FA4216E084099CA10E4DE5D5940725F761A766E08404F5F1B95E05D594016861C65C16E0840B2EEB7B2E25D59406489AA9F006F0840A11D1628E55D5940D4DD155C316F0840473806DDE75D59403240E8BA516F08407A24E7B6EA5D5940E0A1AC7D606F0840DF5CAC99ED5D59408D182C135D6F0840F2A192DAFC5D59409FBFAF721A6F0840F5037143FD5D59405BB9A451176F08404B82C0AEFD5D5940244CD60C166F084089CB9AAEFE5D5940AD88F4CC0F6F08403A84F872015E59406876CA38F56E08407B3D7600045E594005F3B7C9C96E0840C6F6F63D065E594009380A2B8F6E0840369D7015085E59401465749D476E084084DDC474095E59405FE8E5E0F56D0840DA62734E0A5E594002327D199D6D084023A91E9A0A5E5940E6D5A0B0406D08404548DE540A5E5940B11E6F33E46C0840BA8E5B81095E59404D44CE2F8B6C08405852B727085E5940D5F77411396C0840E8F83955065E5940DF414300F16B08405BCBD01B045E5940E3C236C1B56B084012995D91015E594043C02B9B896B08405672DFCEFE5D5940F30677406E6B08409CBF7CEFFB5D59404EFE34BE646B0840BA28780FF95D59401920F2716D6B0840AE123579F85D5940EE618C1D716B0840CABFE6A2E95D5940949344ECB16B0840,1819,56539235040,0,0,0,2140,1685,"0/2140/15293, 0/2140/13614",primary,1,1.87130617524066e-05
0103000020E6100000010000002300000093E02002FA5D5940CD290A8B686B0840F0687D31F75D594037745E447D6B08409D42DF8EF45D5940C2A16E42A36B084018463334F25D594020D4760FD96B08407281A238F05D59409B402D9A1C6C08404F5EAEAFEE5D5940533A194A6B6C084070BC70A8ED5D5940422F1C19C26C0840AA60072DED5D59400B6331B11D6D0840026E3042ED5D5940D6BC3F8D7A6D08403ABC1BE7ED5D5940E3C6BA1BD56D0840FED67215EF5D59406930BEE1296E08401D5797C1F05D5940646C4A9D756E08407B3015DBF25D594061985165B56E08403790444DF55D5940B65859C6E66E084090121500F85D594027F997DA076F08403781FAD8FA5D59406A959F5C176F0840EF00F2BBFD5D594061A0DFB3146F08403991B39D035E5940508E7A94FC6E08400823576E065E5940A5461BDBE76E0840663AF510095E594023E900DDC16E0840DAFEA06B0B5E594037C4F00F8C6E08407F6831670D5E5940C5C83585486E0840271925F00E5E5940AC5349D5F96D08402C4062F70F5E59401D164A06A36D08404629CB72105E59407E553C6E476D0840F9C0A15D105E5940B92E3892EA6C0840C13BB6B80F5E594085BBC803906C084019155F8A0E5E59409BC3D03D3B6C084032B53ADE0C5E594081574E82EF6B0840EB22BDC40A5E59402A214EBAAF6B084070268E52085E59409DB449597E6B0840FC14BE9F055E5940F18A0A455D6B0840B614D9C6025E594018E0FEC24D6B08407BF1E1E3FF5D5940C41BB86B506B084093E02002FA5D5940CD290A8B686B0840,6643,221794812640,0,0,0,2140,6610,0/2140/13611,primary,1,2.54952162723779e-05
0103000020E610000001000000230000003991B39D035E5940508E7A94FC6E08400823576E065E5940A5461BDBE76E0840663AF510095E594023E900DDC16E0840DAFEA06B0B5E594037C4F00F8C6E08407F6831670D5E5940C5C83585486E0840271925F00E5E5940AC5349D5F96D08402C4062F70F5E59401D164A06A36D08404629CB72105E59407E553C6E476D0840F9C0A15D105E5940B92E3892EA6C0840C13BB6B80F5E594085BBC803906C084019155F8A0E5E59409BC3D03D3B6C084032B53ADE0C5E594081574E82EF6B0840EB22BDC40A5E59402A214EBAAF6B084070268E52085E59409DB449597E6B0840FC14BE9F055E5940F18A0A455D6B0840B614D9C6025E594018E0FEC24D6B08407BF1E1E3FF5D5940C41BB86B506B084093E02002FA5D5940CD290A8B686B0840F0687D31F75D594037745E447D6B08409D42DF8EF45D5940C2A16E42A36B084018463334F25D594020D4760FD96B08407281A238F05D59409B402D9A1C6C08404F5EAEAFEE5D5940533A194A6B6C084070BC70A8ED5D5940422F1C19C26C0840AA60072DED5D59400B6331B11D6D0840026E3042ED5D5940D6BC3F8D7A6D08403ABC1BE7ED5D5940E3C6BA1BD56D0840FED67215EF5D59406930BEE1296E08401D5797C1F05D5940646C4A9D756E08407B3015DBF25D594061985165B56E08403790444DF55D5940B65859C6E66E084090121500F85D594027F997DA076F08403781FAD8FA5D59406A959F5C176F0840EF00F2BBFD5D594061A0DFB3146F08403991B39D035E5940508E7A94FC6E0840,6793,226928640736,0,0,0,2140,6763,0/2140/15292,primary,1,2.54952162723779e-05
0103000020E610000001000000400000001F6D7B2A4A5E5940CA5DABABE34F07409A9D4C9B4B5E59405B388FCC17500740275363314C5E594074BA02BC3A500740D8FDA58F4C5E5940269A472B685007404020B9BF4C5E59405CA528F0AD500740D99D698C4C5E594094F88CCF47510740F377D9E4485E594007B0F1D14E550740EAF2F748475E5940985BD2E9C056074095C6FD0A475E5940F0C22537F7560740DCCE42EA465E5940B4B4930554570740A566395A475E59406DD7EED8AF5707403E149456485E5940F8C3D629075807409433A0D5495E5940ED79489D56580740225EA5C84B5E5940865BA1259B580740653C761C4E5E5940E3ECA820D25807402C302DBA505E5940C8D07971F958074092970D88535E59400F1A4B950F5907406200816A565E594034724DB213590740DF902645595E5940D9DA09A0055907409337EAFB5B5E5940A4B3EFE8E558074097E718745E5E594042BB02C5B55807407A436795605E59402766DD0D77580740C89EE04A625E594015857D2C2C580740DB26B583635E5940CD4C8E01D8570740DD46DF33645E5940720419C97D5707409D4BC972645E5940641B74A946570740F98CA374645E59409A90AE0445570740EDFD1018665E5940ACE0A923CC550740AA152224665E5940E6861D31C0550740B1346DE0695E5940FD673752A2510740552067F5695E59400EDEE1778051074032A582386A5E5940B4381937B7500740ABC1C12D6A5E59407FE3F57C7A500740B18049CD695E59403FC0D37CEE4F074010BD5C61695E5940F569B9CF9F4F07400E72F43F685E594003407150144F07400D926323685E5940C604B3930A4F07405734F012685E5940D0E52D68004F07403B31C0A3675E59402127A011DF4E074010574040675E594017DB0427BD4E0740B47A1E15675E5940C834794DB44E0740B39232F5665E5940D83F3CBBAA4E0740D6FB93B6645E5940C261FAFA244E07404A3C79C2625E59400AB7E53BCB4D07407AA56CE05E5E594090CE40BC3E4D07400A879EEE5B5E59408AD97D0AED4C0740D667E60D4F5E5940B77DB30ADE4B0740F8EB9E7E4C5E5940FF2F6B0EB34B074036B934B9495E59403DBE97F6984B074073F7EAD8465E5940541CEDC3904B0740F62F0DFA435E5940A04012C79A4B0740B8F0D838415E594057A0879DB64B07400AF967B03E5E594045207035E34B0740AB9CA5793C5E5940C24017D81E4C0740429C59AA3A5E5940D4FECC3A674C074004DF5154395E594010927195B94C0740A949B384385E5940423BD3BD124D0740F76D7843385E594029EAD0466F4D0740310B2393385E5940396B0FA2CB4D0740E963A370395E5940A47EF542244E0740D55B76D33A5E5940C9A896C1754E07408535F9AD3C5E59406B3535FCBC4E074039B8EFED3E5E5940A1C41136F74E07401F6D7B2A4A5E5940CA5DABABE34F0740,172,536888032,0,1,0,2140,16,"0/2140/878, 0/2140/117",trunk,1,6.66964052807206e-06
0103000020E610000001000000310000009A4DCC0E4A5E5940E367B5C440560740434AB10B4A5E5940C3572B58425607400798642D495E5940F341333902570740546C190B495E5940EA3E58055F570740D6F48379495E59402DA045E0BA57074049F065744A5E594064825042125807408C341BF24B5E59406C4ECDCF615807401B88F8E34D5E5940CF2F197AA6580740EFF1DB36505E5940B2ACAD9DDD580740EBF3E8D3525E59407678161C05590740107469A1555E5940E519CA701B590740A8AFCA83585E5940AA4E18C01F590740C07FAC5E5B5E594030489BDF115907402A82F8155E5E594064B5D857F25807407A6CF68E605E59407195025FC258074086EA52B1625E594052740BCD8358074048EE0E68645E5940D55B830939580740D03E4EA2655E59408FE9EFF3E45707403956FD53665E5940A14588C78A570740F9E46E30675E59409CD90580CC560740C921582E685E5940E6759A59FB550740721A2B43685E5940E5B0E459E7550740B05B82256A5E5940E1BC329ABC530740B8521D266A5E5940DE8A8278B553074028951B306A5E594083E23F73AE530740F7F9C8AD6B5E5940633C37534F510740EECD7FB96B5E594017F7F3FF2951074059907FB96B5E59407AB0144096500740D9D90B716B5E594075B2E1CC3950074081C2799A6A5E5940B96433E7E04F0740A13A083E695E594001DB99F98E4F074089381B69675E5940E089152A474F074094FCB72D655E5940CBF41D3B0C4F0740B0C8D3A1625E5940EC8E7B70E04E074081DB7BDE5F5E594099E3FF78C54E07401CFCDEFE5C5E59406C37F75DBC4E0740E70E421F5A5E5940EC82F678C54E074044FAE95B575E594093156A70E04E0740F28A05D0545E594050C2063B0C4F07401408A294525E5940A1BBFB29474F0740A7BDB4BF505E5940EBD680F98E4F074020F642634F5E5940115A1EE7E04F074078B0B08C4E5E5940DA23D3CC39500740F0E23C444E5E5940E3180E40965007403DAC3C444E5E5940D571E84E17510740D96BB8D64C5E5940D4D4E4B65C530740D9DC3B034B5E5940B0DCD85E76550740B1467C0F4A5E59403329A6253F5607409A4DCC0E4A5E5940E367B5C440560740,174,603996896,0,1,0,2140,18,"0/2140/251, 0/2140/1133, 0/2140/137",trunk,1,9.63629690515769e-06
0103000020E61000000100000026000000DB3BCBD86A5E59409D2D9F3E9F4F07400AAA0B346A5E5940AD7C71A3454F0740FD25CF94685E59403A21EC62AA4E0740C412C165675E59400784E1A7554E0740D195FEB8655E59405D60D1FB094E07406FC9019F635E5940756D3047CA4D07406F59772C615E594006AEB9FC984D0740D21E73795E5E594087BD5801784D07400C4183A05B5E59401E348799684D074012F7AABD585E5940E575D45C6B4D07403DF24EED555E5940169B1230804D0740F3091E4B535E5940A0C06146A64D074027E400F1505E5940117E0F29DC4D0740BE111BF64E5E59401A10FDC51F4E07409F6AE76D4D5E59408392FE836E4E0740D16878674C5E5940CFE06A5CC54E07403DE0E3EC4B5E5940E4A4E0F8204F0740F1C5DF024C5E594046B41BD47D4F074030D793A84C5E59409FB7975CD84F0740E5CEAED24D5E594007C2F5D1475007404DB000644E5E5940CA63C9A1D3500740667F200B4F5E594057B2B41F2E51074012F0823B505E5940E9A680C782510740637E75E9515E5940F7FB5658CE510740755C7204545E5940A801CEEA0D52074046FFC277565E5940AF537A0D3F52074069E54B2B595E5940F8B8F7DC5F520740B1C279045C5E594049B87C166F52074081F346E75E5E5940572042246C520740662B4FB7615E5940BC7B442357520740C9C6E658645E594047D326E230520740AE032BB2665E594089B741D9FA51074053AB00AC685E59401AB52C1CB75107406563F7326A5E5940128050456851074063EA08386B5E5940B9D34A5C1151074012E62CB16B5E5940D9FA1FB8B5500740E495BB996B5E5940B33C5FDE58500740DB3BCBD86A5E59409D2D9F3E9F4F0740,5112,169147908832,0,1,0,2140,5041,0/2140/134,trunk,1,2.17536766783551e-05
0103000020E6100000010000002D000000EE3A78CD75605940F23B218164A008404C9CC0AD73605940A4CD58E774A00840A408610E71605940C7EF77CA9BA008407CA747B86E6059403357B163D2A00840B08A70C26C605940F563E29916A1084006C924406B6059402267FBCD65A10840C9C23C406A605940CD74C9F4BCA1084014158ECC696059403218E8B418A20840CFD88AE9696059404C53B48775A208404AE515966A6059402EC2FCDBCFA20840F6C48DCB6B6059405D9D193924A3084088F00D7E6D6059407D5813616FA30840CFCEE39C6F60594058E08770AEA3084048FA3213726059403CAC14FBDEA30840377CC2C87460594052162E23FFA308402E1AEBA277605940096D79AC0DA40840748D9D857A6059403A32F5070AA4084053DCF0C37E6059403D9A1728F7A30840A3C1A4BD81605940ABBF4A92DFA308408B1B0880846059403C658EB1B4A30840BC4E89EC86605940CF2AE76078A30840CFB2BBCE896059401E3FB9C01FA30840CC8D9A868A605940610AC41408A30840F66FDD858F605940E055227457A20840CB9258D28F6059402D4B128D4AA208401F825C2B90605940E057BBFC3EA208408068140C9D605940289611BD34A008401AEC839C9E605940EB68ECA6E69F0840891C06AC9F6059405654D73F909F08404FEA2B30A0605940AC51D8D9349F0840A04BE123A06059403C081BF8D79E08403C319F879F6059404BDF622C7D9E0840F1DF66619E6059407985EDF3279E0840A2DC86BC9C6059406B601F95DB9D084027B02BA99A6059401C954BFF9A9D08403CC9C03B98605940859CD4AD689D0840FF99278C95605940686EC18F469D08400DA9CCB492605940E777B7F4359D08406F9DA3D18F605940B8841480379D0840994214FF8C6059408181A7224B9D0840AE15E3588A6059406BDD451B709D0840061920F9876059402AD037FEA49D08406C6D26F785605940018132C3E79D0840F1E3DE65796059408C7AD66CE59F0840EE3A78CD75605940F23B218164A00840,4163,136667218656,0,1,0,2140,4073,"0/2140/19056, 0/2140/39561",primary,2,2.48640672847991e-05
0103000020E610000001000000540000008F688538AF5E5940BF835A20AFEB09402BC27F32B45E594023865D7296EB094002875941B85E5940B1BFA51993EB0940CD7F9E42B85E5940CF02911493EB0940ED21E543B85E5940824D851793EB09403D7D13C4E15E5940BB2EB1F66FEB094029E25F08E25E5940AC22F5A86FEB094019611EA6E45E5940F47035EB6BEB0940CDB2F3E2E95E5940BD7AA08C64EB094057900266EC5E5940AE88EA005AEB0940C7F2D908F25E5940D2677D4032EB09404F2C1911F45E5940723229E61EEB0940FED6AE70FA5E59409C2EB0C6D1EA09402164254EFB5E594086EC200FC4EA09409D4E4532FC5E59404A579430B8EA09400ACEF3AFFD5E594038AF01909EEA094013EDF4D5FD5E594041F2635F9BEA094021E6BFFFFD5E5940F3854E0C99EA0940B15F7A81005F594030AFA96C6BEA09408B6860AE005F5940E170A37467EA0940CED6E8DF005F594009F4557B64EA094073BC69E2035F5940A333B8EE29EA0940DD1183830A5F5940D4A1326FAEE9094037385B980A5F594039055E8DACE90940A19893AF0A5F5940BD016F2DABE909405820BDB00E5F59408BE2E2395EE9094025E60404135F5940C47D9C7D2CE90940699E7B03255F5940954F5174C8E809405B4639CC275F59402EA533BDAFE80940E045E4602A5F594029915B0786E80940100119A82C5F5940D38C21ED4CE8094044EF6D8B2E5F59408D2F4BA006E80940351850F82F5F5940E27174D4B5E7094062CEB9E0305F5940A2A27BA45DE7094042A1BC3B315F5940D388F57301E709401D3AD905315F59403036D6CDA4E6094089C32141305F5940588996414BE60940F98825F52E5F594064402D40F8E509401E97A62E2D5F5940023134FAAEE50940B6381CFF2A5F5940C3B1864072E50940A822077C285F5940C5EB8D6844E50940B5E91DBE255F594071994B3527E50940DFE259E0225F5940660D05C61BE5094018C6EDFE1F5F5940C903398B22E5094070E89FBE0C5F59401C78978B8DE50940EC592E4B0A5F59407B675C48A2E5094019E89269035F5940FCB77368F1E509409639D4D0005F5940784A9FD218E60940DB8B98A8FB5E5940E57E2EEC7BE609405597A9FEF45E5940C9EA2D10F8E60940066380E1F45E5940276A40B2FAE60940769E19C1F45E5940B7763FA4FCE609407D85CDCEF15E594009B78EF535E70940C30D53A4EF5E59408B5831615DE709407072EC28EF5E594026DE45AA65E70940A62861AFEA5E5940403236D09BE70940AAC61F54E75E5940E36B8A7CB3E709403011195BE35E594043187913B9E70940FF36C259E35E5940415DA019B9E70940D0616858E35E59407BFA4917B9E709403B3675DBE05E5940E8071DA6BCE70940B145BA7EB75E594081F677A8DFE709409519BD80B25E5940116C57C6E3E70940A793A4A2B05E594017D85027E9E70940B44D09C1A95E594010BE80470BE80940313786D4A75E5940B89FBC1C19E8094076F75896A25E59401EDF9EDC4AE80940B73518E99F5E5940F4004AC16DE8094018AF307F9D5E5940A8AD23C6A0E809408F4C61709B5E5940058B40F5E1E8094033CBE8D0995E5940AB265ACD2EE909402C90BEB0985E59402EBD735A84E909406594F51A985E59400291E752DFE9094058714F15985E59409D01BF373CEA0940F3BE03A0985E5940872F177797EA0940F0EFBDB5995E594094CF3F8FEDEA0940BAC1D14B9B5E5940A7A73A313BEB0940123CA4529D5E5940F44D48617DEB09408D3745B69F5E5940A5EE4194B1EB09408184335FA25E5940F3549FC8D5EB09407B284433A55E5940CE07339AE8EB094053CFA316A85E59401853DA4FE9EB0940E98AE8ECAA5E59408B959AE2D7EB09408F688538AF5E5940BF835A20AFEB0940,1720,53116682976,0,0,0,2140,1583,"0/2140/15457, 0/2140/15463, 0/2140/15460, 0/2140/15454, 0/2140/13070, 0/2140/15557, 0/2140/15554, 0/2140/15451",trunk,2,9.74568837042844e-06
0103000020E610000001000000540000009519BD80B25E5940116C57C6E3E70940A793A4A2B05E594017D85027E9E70940B44D09C1A95E594010BE80470BE80940313786D4A75E5940B89FBC1C19E8094076F75896A25E59401EDF9EDC4AE80940B73518E99F5E5940F4004AC16DE8094018AF307F9D5E5940A8AD23C6A0E809408F4C61709B5E5940058B40F5E1E8094033CBE8D0995E5940AB265ACD2EE909402C90BEB0985E59402EBD735A84E909406594F51A985E59400291E752DFE9094058714F15985E59409D01BF373CEA0940F3BE03A0985E5940872F177797EA0940F0EFBDB5995E594094CF3F8FEDEA0940BAC1D14B9B5E5940A7A73A313BEB0940123CA4529D5E5940F44D48617DEB09408D3745B69F5E5940A5EE4194B1EB09408184335FA25E5940F3549FC8D5EB09407B284433A55E5940CE07339AE8EB094053CFA316A85E59401853DA4FE9EB0940E98AE8ECAA5E59408B959AE2D7EB09408F688538AF5E5940BF835A20AFEB09402BC27F32B45E594023865D7296EB094002875941B85E5940B1BFA51993EB0940CD7F9E42B85E5940CF02911493EB0940ED21E543B85E5940824D851793EB09403D7D13C4E15E5940BB2EB1F66FEB094029E25F08E25E5940AC22F5A86FEB094019611EA6E45E5940F47035EB6BEB0940CDB2F3E2E95E5940BD7AA08C64EB094057900266EC5E5940AE88EA005AEB0940C7F2D908F25E5940D2677D4032EB09404F2C1911F45E5940723229E61EEB0940FED6AE70FA5E59409C2EB0C6D1EA09402164254EFB5E594086EC200FC4EA09409D4E4532FC5E59404A579430B8EA09400ACEF3AFFD5E594038AF01909EEA094013EDF4D5FD5E594041F2635F9BEA094021E6BFFFFD5E5940F3854E0C99EA0940B15F7A81005F594030AFA96C6BEA09408B6860AE005F5940E170A37467EA0940CED6E8DF005F594009F4557B64EA094073BC69E2035F5940A333B8EE29EA0940DD1183830A5F5940D4A1326FAEE9094037385B980A5F594039055E8DACE90940A19893AF0A5F5940BD016F2DABE909405820BDB00E5F59408BE2E2395EE9094025E60404135F5940C47D9C7D2CE90940699E7B03255F5940954F5174C8E809405B4639CC275F59402EA533BDAFE80940E045E4602A5F594029915B0786E80940100119A82C5F5940D38C21ED4CE8094044EF6D8B2E5F59408D2F4BA006E80940351850F82F5F5940E27174D4B5E7094062CEB9E0305F5940A2A27BA45DE7094042A1BC3B315F5940D388F57301E709401D3AD905315F59403036D6CDA4E6094089C32141305F5940588996414BE60940F98825F52E5F594064402D40F8E509401E97A62E2D5F5940023134FAAEE50940B6381CFF2A5F5940C3B1864072E50940A822077C285F5940C5EB8D6844E50940B5E91DBE255F594071994B3527E50940DFE259E0225F5940660D05C61BE5094018C6EDFE1F5F5940C903398B22E5094070E89FBE0C5F59401C78978B8DE50940EC592E4B0A5F59407B675C48A2E5094019E89269035F5940FCB77368F1E509409639D4D0005F5940784A9FD218E60940DB8B98A8FB5E5940E57E2EEC7BE609405597A9FEF45E5940C9EA2D10F8E60940066380E1F45E5940276A40B2FAE60940769E19C1F45E5940B7763FA4FCE609407D85CDCEF15E594009B78EF535E70940C30D53A4EF5E59408B5831615DE709407072EC28EF5E594026DE45AA65E70940A62861AFEA5E5940403236D09BE70940AAC61F54E75E5940E36B8A7CB3E709403011195BE35E594043187913B9E70940FF36C259E35E5940415DA019B9E70940D0616858E35E59407BFA4917B9E709403B3675DBE05E5940E8071DA6BCE70940B145BA7EB75E594081F677A8DFE709409519BD80B25E5940116C57C6E3E70940,1721,53150237408,0,0,0,2140,1584,"0/2140/15434, 0/2140/15452, 0/2140/15555, 0/2140/15558, 0/2140/13071, 0/2140/15455, 0/2140/15461, 0/2140/15464",trunk,2,9.74568837042843e-06
0103000020E61000000100000027000000334CA256C65E5940056E13E1C24A0640055AB865C65E59404EB9EEB1C54A06406C543626035F5940B889E132025406401DC8B532055F594011302EA6435406406CD7B79A075F594084DF09FB76540640C73D90460A5F59409C9C75389A5406401B55F71B0D5F59408664C103AC540640E7A00CFF0F5F5940B5D7DEADAB540640530F69D3125F5940AC5D1B3A995406402366367D155F59406695FF5D75540640771E41E2175F5940E755557A415406400E29FAEA195F594037E4988DFF5306402BB35E831B5F594099C35A20B25306400304BD9B1C5F59404B22532C5C5306400DE24E291D5F5940F4171CFF005306406791A3261D5F59404FB1B219A4520640A658D5931C5F59406E79FE0D49520640B37D88761B5F59400F9DB25BF3510640C6C4B3D9195F5940CC28E24DA6510640A6D65F2ADD5E5940FA65C3686C48064080D86C7ADB5E59409320CACB284806408C586A75D95E594002884169E6470640EC404D13D75E59409EB1C2FAB1470640F9CE876BD45E5940B6331F848D47064006893998D15E5940D2C6106C7A470640BF3F2EB5CE5E5940EC21706E79470640129ACCDECB5E5940FEE7FC948A4706409FADFE30C95E5940F6ADFD36AD4706405B601FC6C65E59400ACCBBFFDF4706401821F7B5C45E594079349BFB20480640A3EDD114C35E594085834DAB6D4806405CA4B7F2C15E59403E69631CC3480640DD4DCE5AC15E59409ABB4A061E490640566EEC52C15E5940C4F79BEA7A490640C0955FDBC15E5940A0667937D64906402F64E9EEC25E594058BDAD6A2C4A06409C1FF382C45E5940EAB530347A4A06403697BD43C65E59405F160974C04A0640334CA256C65E5940056E13E1C24A0640,159,134234848,0,0,0,2140,4,"0/2140/73, 0/2140/451",trunk,1,6.08574271570819e-06
0103000020E610000001000000270000001C9159F3025F5940A7774D77FA53064016680345045F5940227C327832540640454C003B065F59409CD6CCA676540640FFF12B91085F5940C768D436AD540640F99089300B5F5940AF82800FD454064039494CFF0D5F5940B532A6B2E95406403CF6D4E1105F594026FF674BED54064046EDC1BB135F5940E90164B6DE54064035350671165F5940DAED0F83BE540640EB7CFDE6185F59402DA135EE8D540640403572051B5F59403185C6D54E540640FABB8BB71C5F5940E5837DA603540640C1709BEC1D5F594057480444AF53064085D2C0981E5F5940637986EC54530640F2565EB51E5F5940D393CA18F8520640897E5A411E5F59400E3F0A5A9C5206404CA52A411D5F5940471EDA3645520640BA25A7BE1B5F5940305D7A08F651064032F9C63C1A5F594055FA8708B6510640A57369061A5F5940ADDE31A6AE510640C6C4B3D9195F5940CC28E24DA6510640CA613C19DD5E5940F23FB7CD69480640C032BE0CDB5E5940D556465A28480640B854BDA4D85E594045984005F54706405EF6E5F8D55E59405F81A6C7D14706405FA87F23D35E5940C12B2AFCBF470640E9D46A40D05E59405F82DC51C0470640DE800E6CCD5E594041EA72C5D2470640AAE040C2CA5E5940A19167A1F6470640707D355DC85E5940302AF3842A480640CD707B54C65E5940F4719B716C480640F99E15BCC45E5940CE2ED1DEB948064084D7B5A3C35E59402AA1DCD20F490640976D2216C35E5940053D23006B490640E536CC18C35E5940BCAEA6E5C7490640380499ABC35E5940D2787DF1224A06406CA2E4C8C45E59409908F2A3784A0640055AB865C65E59404EB9EEB1C54A06401C9159F3025F5940A7774D77FA530640,164,302007008,0,0,0,2140,9,"0/2140/452, 0/2140/74",trunk,1,6.10108637506044e-06
0103000020E61000000100000029000000ABAA3187045F5940AB5F5D753B540640AA115DBE045F59405CCDB48D455406407D888B7B3B5F594094695F6E705C0640A58916DC415F594082659FD2635D0640488892ED435F594084B1B6A2A45D0640A5627B59465F5940CCD13538D75D06400A72FE07495F5940D26778A1F95D06406BD4B9DE4B5F5940BAACF58B0A5E064087F9BFC14E5F594064E54251095E0640A164AA94515F5940F88778FDF55D0640C313B13B545F59404F2ABB4ED15D064087CFBB9C565F5940F2CFECAD9C5D0640B3E262A0585F59404C7ECE205A5D0640EF5BD5325A5F5940288B1A360C5D064079009C445B5F59403F675BECB55C0640077231CB5B5F59407A6E76945A5C064014AF69C15B5F59400A8C0CB1FD5B064092F3A4275B5F59404CA1F1D3A25B06408F05CC035A5F5940D56A0E7B4D5B064043121661585F5940C25C06EE005B0640E66CFB01525F5940915AAEC00D5A06404278EF831B5F5940F57C624BEC51064032F9C63C1A5F594055FA8708B65106403458CA46185F5940EDC6F1D971510640330E9FF0155F5940C3DDEA493B51064035D64151135F594013B53B711451064019817F82105F5940D5940FCEFE500640AD24F79F0D5F594039D14435FB500640A25F0AC60A5F59400B8F3ECA095106408623C610085F5940E98E88FD2951064081BFCE9A055F594073635A925A510640B8C6597C035F59404CDAC3AA99510640B2E43FCA015F5940E7D70ADAE451064005C72F95005F594044F8853C39520640F2FD09E9FF5E5940A149099493520640AB226CCCFF5E5940D67DCD67F0520640F6C06F40005F594047B597264C530640B6849F40015F5940D9DCD149A3530640BF1523C3025F594086583A78F253064016680345045F5940227C327832540640ABAA3187045F5940AB5F5D753B540640,158,100680416,0,0,0,2140,3,"0/2140/457, 0/2140/454",trunk,1,6.126158362782e-06
