cartodb_id,the_geom,segment_id,hour_23_avg,hour_22_avg,hour_21_avg,hour_20_avg,hour_19_avg,hour_18_avg,hour_17_avg,hour_16_avg,hour_15_avg,hour_14_avg,hour_13_avg,hour_12_avg,hour_11_avg,hour_10_avg,hour_9_avg,hour_8_avg,hour_7_avg,hour_6_avg,hour_5_avg,hour_4_avg,hour_3_avg,hour_2_avg,hour_1_avg,hour_0_avg,right_segment_id,right_drive_on_right,right_oneway,count_vals,count_vals_density
4521,0105000020E6100000060000000102000000030000002711E15F04715940496461802B2E0940543A58FFE77059403BFE4D20D32F09400839EFFFE37059406DC139C01F3009400102000000020000000839EFFFE37059406DC139C01F300940A8C5E061DA705940CAB4ECFFD2300940010200000004000000A8C5E061DA705940CAB4ECFFD2300940D3F4D901D770594002F8E1FF12310940A453573ECB7059409EAE939FF9310940DB300A82C770594072416C9F44320940010200000003000000DB300A82C770594072416C9F4432094085CFD6C1C17059406E4E671F1233094040BFEFDFBC705940D46BAB40CA33094001020000000300000040BFEFDFBC705940D46BAB40CA330940C66D3480B7705940FEF3346090340940E63C635FB270594060D7822038350940010200000003000000E63C635FB270594060D7822038350940A69BC420B0705940D639488081350940F299EC9FA7705940B7C824C03C360940,148881031904,74,,22,15,28,,23,,,10,9,9,,12,,19,22,55,,,,,,47,148881031904,0,1,2,769230.769230769
4529,0105000020E61000000A0000000102000000030000000533A6608D705940EB59AD9F4038094029266F80997059406DEB7E807B370940CEA623809B7059409D8C436059370940010200000002000000CEA623809B7059409D8C4360593709405FB87361A47059407048BC9FC73609400102000000030000005FB87361A47059407048BC9FC7360940A96BED7DAA705940599811203B36094082AB3C81B0705940324425E09D35094001020000000200000082AB3C81B0705940324425E09D350940E04BE141B37059402222EB5F48350940010200000006000000E04BE141B37059402222EB5F48350940B41CE8A1B6705940AFE55B40E4340940B7EF517FBD7059404BF4A6E0F8330940B3D1393FC570594093AB16E0D4320940C991CEC0C8705940115BB4DF5E320940F4C308E1D1705940EC2CFEDFA6310940010200000002000000F4C308E1D1705940EC2CFEDFA6310940D3F4D901D7705940D8405F1F42310940010200000003000000D3F4D901D7705940D8405F1F42310940E54526E0D77059400CAC883F2F310940BF0AF0DDE67059409A3CC85F18300940010200000003000000BF0AF0DDE67059409A3CC85F183009400C5A48C0E8705940BE03B0BFF42F09409F3BC1FEEB7059409564FC7FC52F09400102000000020000009F3BC1FEEB7059409564FC7FC52F0940713C9F01F570594019043500442F0940010200000002000000713C9F01F570594019043500442F0940730F09DFFB705940A5C7A5E0DF2E0940,149183021792,,7,,8,,,,,,,,,,,27,,,,,,,,,24,149183021792,0,1,2,769230.769230769
4531,0105000020E610000003000000010200000002000000D921FE614B7059405F6A5BFF743C094048C5FF1D517059403DE178801F3C094001020000000200000048C5FF1D517059403DE178801F3C0940679DF17D7170594021A73320103A0940010200000002000000679DF17D7170594021A73320103A0940E23FDD40817059406605758016390940,149283685088,58,22,31,26,21,,,,,,,7,23,,,45,,,,,,,57,50,149283685088,0,1,1,384615.384615385
4535,0105000020E61000000400000001020000000200000067F1626188705940991737A06B380940DBFD2AC077705940062D246074390940010200000002000000DBFD2AC077705940062D246074390940C9ACDEE176705940ACC6750082390940010200000002000000C9ACDEE176705940ACC675008239094090F980406770594068F8A27F7A3A094001020000000900000090F980406770594068F8A27F7A3A09400E661360587059400E6954E0643B094033535A7F4B705940C766E47F343C0940CA52EBFD46705940E2D28CA08C3C094091F0BDBF417059409788BF3F083D094025CFF57D38705940A22786602C3E09408F1A13622E7059407B7B0020613F094064E8D841257059401D224D403C400940D7F7E12021705940650984008D400940,149417902816,,,26,,44,,,,,,,,,,,,,,,,,,102,51,149417902816,0,1,2,769230.769230769
4540,0105000020E6100000020000000102000000020000007E7214200A70594003CA8DBF4042094020D5B0DF13705940CB9E6760A241094001020000000200000020D5B0DF13705940CB9E6760A2410940271763601D7059406C857EE009410940,149585674976,35,28,17,10,25,17,21,,22,14,12,18,34,27,40,27,,,27,39,21,54,30,35,149585674976,0,1,2,769230.769230769
4547,0105000020E610000005000000010200000002000000F7B182DF8670594070A3962002720840E884D041977059403748D27F20720840010200000002000000E884D041977059403748D27F207208404C16F71F9970594028A490BF0F7208400102000000030000004C16F71F9970594028A490BF0F7208400536E7E0997059408E7AE3FFE9710840BD55D7A19A705940711B0DE02D700840010200000003000000BD55D7A19A705940711B0DE02D700840348639419B705940E2FD9F60526E0840FAD51C209870594058486DA0C86C0840010200000003000000FAD51C209870594058486DA0C86C0840E884D04197705940CF7701405F6C08403FE081018470594098565C7FBF660840,149820556000,19,,,,,,,,,,,,,,,,,,,,,,,,149820556000,0,1,4,1538461.53846154
4548,0105000020E6100000040000000102000000030000008EB1135E82705940B1B49D00D4660840C022BF7E8870594040C4A3E06B68084065A6B4FE96705940470E647FD16C084001020000000300000065A6B4FE96705940470E647FD16C08400536E7E0997059407393839F596E08404C16F71F997059409E062DA0277008400102000000030000004C16F71F997059409E062DA027700840D6E5948098705940294CCE3FB07108400C7558E196705940341435A0F77108400102000000030000000C7558E196705940341435A0F771084050340F6091705940A49E2E20EE710840C11F7EFE7B705940962023A0C2710840,149854110432,,,,,,,,,,,,,23,,,,,,,,,,,31,149854110432,0,1,4,1538461.53846154
4549,0105000020E610000002000000010200000003000000826F9A3E3B705940AA3562A04A71084016A243E0487059405303512081710840F9F6AE415F705940877CE1DFB1710840010200000002000000F9F6AE415F705940877CE1DFB1710840062D24607470594095FAEC5FDD710840,149887664864,,,,,,,,,33,,,56,,,,,,,,,,,,38,149887664864,0,1,1,384615.384615385
4558,0105000020E610000002000000010200000002000000D3BEB9BF7A705940962023A0C271084052280B5F5F7059401184541F8271084001020000000300000052280B5F5F7059401184541F82710840DCF126BF45705940AA3562A04A710840E84EB0FF3A7059406C02D21F16710840,150223209184,,,,,,34,,,,,,,,37,,,,,,,,,,,150223209184,0,1,2,769230.769230769
4563,0105000020E610000002000000010200000002000000FEEDB25F77705940C910958077560840C440D7BE8070594035FC3C8024500840010200000002000000C440D7BE8070594035FC3C8024500840E1F1ED5D837059406B5E7AA0BA4E0840,150390981344,,,,,,42,,,,,38,,,,,,,,,,,,,,150390981344,0,1,2,769230.769230769
4583,0105000020E610000002000000010200000002000000AAB69BE09B70594021AA74A01C3709403BC5AA419870594065C746205E3709400102000000020000003BC5AA419870594065C746205E370940333509DE90705940D6DD9FFFDC370940,151095624416,37,63,37,27,34,22,26,33,30,25,32,33,51,34,31,33,47,72,46,62,,42,44,44,151095624416,0,1,1,384615.384615385
4585,0105000020E61000000300000001020000000500000089B48D3F5171594048D00CA0E728094032569BFF57715940630D938003280940E3361AC05B715940351367A08D270940E657738060715940A31EC3DF062709407A39ECBE63715940A99065A0B62609400102000000080000007A39ECBE63715940A99065A0B62609404F58E201657159409522BF9F96260940ED9925016A715940C77F81204026094092CCEA1D6E7159403B63A93F0C2609402A1DACFF73715940A45F32C0CB25094067EE21E17B715940C8B688FFA625094038A11001877159402D67A5FF9B250940C59107228B715940CEA623809B250940010200000002000000C59107228B715940CEA623809B250940BF28417FA1715940066C20C096250940,151162733280,,,,,,,,,53,,,,,,,,,,,,,,,,151162733280,0,1,2,769230.769230769
4592,0105000020E6100000020000000102000000030000004F22C2BF087159403E8A84002A2E09409335EA211A7159402711E15F042D09400D8AE6012C715940F2308200F82B09400102000000040000000D8AE6012C715940F2308200F82B09402C11A8FE41715940E45D1E00AB2A09400551F7014871594053697A3F242A0940505260014C71594055A77F20AB290940,151431168736,,,37,,,,,14,,,42,,,,,86,37,,,,,,,,151431168736,0,1,3,1153846.15384615
4594,0105000020E610000002000000010200000004000000BB46CB811E7059405D71ABFFF74009403B8908FF227059402B1E5180AC4009407F4B00FE29705940FED9C9BF1A400940DDEBA4BE2C7059402B47F1BFCF3F0940010200000005000000DDEBA4BE2C7059402B47F1BFCF3F094005FD851E317059400727A25F5B3F0940541F48DE397059404C1BAB20483E0940377172BF437059406DD795E01E3D0940D921FE614B7059405F6A5BFF743C0940,151498277600,107,38,33,72,37,31,,,,10,,7,,42,89,,,,,,,75,65,73,151498277600,0,1,2,769230.769230769
4828,0105000020E61000000300000001020000000400000052431B800D6B594048E282BFA1100A4047E350BF0B6B5940BCF5719FE2110A40ADC266800B6B5940830BE49F3A120A4047E350BF0B6B59408263A61F9A120A4001020000000200000047E350BF0B6B59408263A61F9A120A40BE13B35E0C6B5940AD293520E7120A40010200000007000000BE13B35E0C6B5940AD293520E7120A40354415FE0C6B594036896ADF16130A4043C5387F136B5940B8B02CA069140A40A165DD3F166B5940E7AA5880DF140A40BE16F4DE186B5940C5879F202D150A409A266C3F196B5940137EA99F37150A406EF7729F1C6B594023A0E31F8D150A40,159551341280,,,,,,,,,,,17,,,,,,,,,,,,,,159551341280,0,1,1,384615.384615385
4903,0105000020E610000002000000010200000003000000E25AED612F6B5940AA45653F62060A408BFCFA21366B5940C2367F9FB3050A4066BE839F386B594096632E805B050A4001020000000600000066BE839F386B594096632E805B050A40B9FE5D9F396B594005ED827F19050A40FAEDEBC0396B59400A5F2540C9040A40317DAF21386B59401943316066030A40556D37C1376B59407BE850C055020A40556D37C1376B594062A2DEDFE2010A40,162067923680,,,,33,,,,,,,,,,,34,,,,,,,,,,162067923680,0,1,2,769230.769230769
4904,0105000020E610000002000000010200000002000000556D37C1376B594062A2DEDFE2010A40AE9E93DE376B59407EDF64C0FE000A40010200000002000000AE9E93DE376B59407EDF64C0FE000A40EF8D2100386B594037358E60FCFF0940,162101478112,42,,,29,,,29,36,,,49,28,27,,36,28,34,,,,,,,,162101478112,0,1,2,769230.769230769
6910,0105000020E61000000100000001020000000200000083C30B22526859406F77DEDF03B0094073F7393E5A6859401F80585FF2B10940,230820954848,,8,,,,,,,,,,,,,,,,,,,,,,,230820954848,0,1,1,384615.384615385
6911,0105000020E61000000100000001020000000200000083C30B22526859406F77DEDF03B009403DB665C059685940D9EE1EA0FBB20940,230854509280,,,,,74,,,,,,,,,,86,,,,,,,,,52,230854509280,0,1,3,1153846.15384615
6912,0105000020E6100000010000000102000000070000006F2A52616C6859403B6B9EC0C7B20940CC79C6BE646859400A5DB2BF26B2094065C746205E685940121A1C8068B109407FA5F3E159685940F2D5A77FBDB009400306499F566859409A3CC85F18B00940C364AA60546859404C6F5E2031AF0940ADA415DF50685940A471A8DF85AD0940,230888063712,,,,49,58,38,,,20,,,43,,,57,,,,,,50,,65,67,230888063712,0,1,3,1153846.15384615
6967,0105000020E610000001000000010200000004000000EA93DC611369594044B535E0FBD408404A0A2C8029695940CF78CF3FC9D60840B2BCAB1E30695940ECA8831F49D708409C50888043695940FD318C3F7AD80840,232767111904,66,63,73,62,65,22,51,53,56,35,21,16,58,61,78,80,79,80,90,91,80,74,70,92,232767111904,0,1,3,1153846.15384615
6968,0105000020E6100000010000000102000000040000009411178046695940B8EE837F53D80840B5E0455F41695940C2BAF95F11D808406ADC9BDF306959407B1023000FD70840D8F4A0A0146959404701A260C6D40840,232800666336,28,61,66,86,61,56,73,75,70,67,71,63,80,61,72,82,77,115,71,87,85,95,79,74,232800666336,0,1,3,1153846.15384615
7136,0105000020E6100000010000000102000000030000006D003620426559401DDE9CDF6AA409403A92CB7F486559403AA7821F0FA40940FAD2DB9F8B6559403CB801C02D9F0940,238437810912,,,,,,,43,,,63,,,22,,,,57,,,,,,,121,238437810912,0,1,1,384615.384615385
7238,0105000020E61000000100000001020000000A0000005D88D51F616759402D25681F6D3C0940DBF7A8BF5E67594036A20780223D0940ADA7565F5D675940056B7B3F5E3D0940A1478C9E5B675940E1132500833D094020B75F3E59675940CE2377BFA73D09400306499F56675940A13857FFAD3D0940B4E386DF4D675940FF5BA880A43D0940CBA0DAE044675940FF5BA880A43D09401EDE7360396759403EAE703F9E3D09403FADA23F346759405AC256E0963D0940,241927471840,47,42,45,39,39,40,42,41,41,46,46,36,42,45,45,50,,,,41,,49,49,45,241927471840,0,1,4,1538461.53846154
7239,0105000020E610000001000000010200000002000000022A1C412A6759401D33F55F8C3D0940CD94D6DF12675940AFCE31207B3D0940,241961026272,24,20,21,17,16,5,23,16,21,23,10,24,10,22,13,,,,,45,,38,41,34,241961026272,0,1,6,2307692.30769231
7412,0105000020E61000000100000001020000000400000029266F8099655940F7B568E0CB9D0940B1C22D1F49655940E058A360BEA30940809F71E140655940202A096035A4094025CFF57D38655940B3D3ACBF67A40940,247900160736,,63,,,,52,,,,68,,,78,62,,48,58,,69,,,,,,247900160736,0,1,1,384615.384615385
7433,0105000020E610000001000000010200000003000000C9586DFE5F69594067109B9F4DDC084015A8C5E061695940BAE8D8FF08DC08407A39ECBE6369594041BCAE5FB0DB0840,248604803808,43,42,42,40,41,43,36,41,44,45,42,51,45,52,42,48,50,52,45,48,46,47,53,44,248604803808,0,1,9,3461538.46153846
7434,0105000020E6100000010000000102000000090000007A39ECBE6369594041BCAE5FB0DB0840EA78CC4065695940CA33B3BF81DB08404E0AF31E67695940160F94803DDB08407D5A457F686959407DF2A8DF22DB0840ACAA97DF69695940308C0D4017DB0840F8F9EFC16B6959409996FD5F1ADB0840C68B852172695940ECC7A2C06DDB0840C26D6DE17969594022E56180C8DB0840C022BF7E88695940D8188DDF88DC0840,248638358240,52,49,43,48,47,32,27,34,39,37,30,30,48,78,54,45,51,52,53,47,,,51,50,248638358240,0,1,10,3846153.84615385
7445,0105000020E610000001000000010200000003000000CF8250DEC76959402ADDE19FE7E10840BD378600E069594069D0A7C08FE30840782AE09EE7695940D71C9C5FFFE30840,249007456992,44,43,45,55,37,22,12,27,42,29,27,25,30,57,49,65,48,,60,54,48,55,59,46,249007456992,0,1,2,769230.769230769
7446,0105000020E610000001000000010200000003000000782AE09EE7695940D71C9C5FFFE308403ECBF3E0EE695940C7D1C19F86E40840B2B96A9E236A59406D3F328064E80840,249041011424,42,55,66,59,54,21,17,25,33,27,28,23,32,57,60,83,72,81,76,78,82,72,71,68,249041011424,0,1,2,769230.769230769
7451,0105000020E61000000100000001020000000500000042B3EBDE8A6959408E7BB1FF53DC0840118AADA0696959401CB7989F1BDA0840F8A8BF5E616959408E8C591FA4D90840859675FF58695940F45445C03AD908409411178046695940B8EE837F53D80840,249208783584,55,54,69,80,75,69,66,72,81,,77,79,77,68,80,80,94,129,87,82,89,86,80,88,249208783584,0,1,9,3461538.46153846
7453,0105000020E61000000100000001020000000800000042B3EBDE8A6959408E7BB1FF53DC0840E1F1ED5D83695940E87B3640A3DB08404E0D349F736959402935A41F47DA0840DF1B430070695940B19E41E0D4D90840C11C3D7E6F695940E03F06C0B2D90840CDCAF6216F6959409BFCFDFF8BD9084026FC523F6F69594030E4A64045D90840020CCB9F6F695940DEB201E0F1D80840,249242338016,59,45,51,42,49,38,36,29,37,40,35,,44,36,42,46,,,,,,,51,60,249242338016,0,1,8,3076923.07692308
7500,0105000020E610000001000000010200000004000000A453573ECB6659406275589F7A3D09402A029CDEC56659400EFF44C07C3D094085CFD6C1C16659407E893E40733D09401CCF6740BD6659409BD01C405C3D0940,250920059616,43,33,36,25,14,17,38,24,58,30,47,36,48,41,39,52,45,47,53,,41,56,50,42,250920059616,0,1,2,769230.769230769
7536,0105000020E61000000100000001020000000300000025CFF57D38655940B3D3ACBF67A40940022A1C412A65594077B581E096A40940D3D9C9E0286559409E2098409DA40940,252195128032,50,,49,,,,40,53,,45,39,40,49,,,,,,55,,,,69,61,252195128032,0,1,1,384615.384615385
7597,0105000020E6100000010000000102000000020000004C37894160695940656EDF1FC6B60840EE96E4805D6959403FDA28809CB70840,254275502816,50,47,,,68,,,50,,47,,,41,,43,45,,,,,,,,,254275502816,0,1,2,769230.769230769
7616,0105000020E6100000010000000102000000020000001DE736E15E6959404334FC9FAAB708407B87DBA161695940BEAE573FD3B60840,254913037024,,51,49,,,,27,73,47,20,,39,27,38,52,38,36,,,,,,,50,254913037024,0,1,2,769230.769230769
7622,0105000020E6100000010000000102000000040000007B87DBA161695940BEAE573FD3B608408CD8278062695940399B8E006EB6084068E89FE0626959409A28DFBFBBB508408CD82780626959407608905F47B50840,255114363616,,48,46,,,,30,70,,,,36,,,55,24,,,,,,,,50,255114363616,0,1,2,769230.769230769
7625,0105000020E6100000010000000102000000050000009C50888043695940FD318C3F7AD80840CD76853E586959405A13C95F73D90840E65773806069594057C80160E1D90840187B2FBE686959405FD46A1F5DDA0840C022BF7E88695940D8188DDF88DC0840,255215026912,63,65,80,73,78,12,32,19,32,20,16,17,67,74,77,83,76,78,74,84,87,78,81,81,255215026912,0,1,9,3461538.46153846
7643,0105000020E6100000010000000102000000050000002A53CC41D0645940E093B9BF9BAA09405C76887FD8645940F1745BE0FAA9094046072461DF645940DD2F551FFEA80940C4793881E9645940D7F0BA9FCFA70940C05B2041F1645940CA8A7EC045A70940,255819006688,,,41,46,40,56,,,53,60,55,,54,52,56,59,52,51,,,,,,56,255819006688,0,1,3,1153846.15384615
7644,0105000020E610000001000000010200000005000000C05B2041F1645940CA8A7EC045A70940B1DD3D40F7645940A544F91FECA6094059880E8123655940BE84E9FF45A50940541C075E2D6559409FBE6DBFDFA409406D003620426559401DDE9CDF6AA40940,255852561120,,,45,59,,,,,64,54,42,,56,,80,61,,,,,,,,60,255852561120,0,1,3,1153846.15384615
7645,0105000020E6100000010000000102000000020000003447567E19655940648464BFF6A509403FA7203F1B655940AC836A20E9A50940,255886115552,61,22,60,,,,,30,,22,43,68,33,29,26,,,,,,,,35,40,255886115552,0,1,1,384615.384615385
7664,0105000020E610000001000000010200000002000000BF2B82FFAD655940D9D4B3FF855E0840158DB5BFB3655940153B75406D5F0840,266153771744,30,35,30,17,34,39,,,,25,27,56,109,28,43,33,25,,,,45,41,,74,266153771744,0,1,4,1538461.53846154
7673,0105000020E61000000100000001020000001300000000000020C06E5940000000803FF20940000000C0C46E59400000004092F2094000000000C96E5940000000C0F2F2094000000060CE6E59400000002092F3094000000080D46E5940000000609BF40940000000A0D76E59400000002059F50940000000E0D96E5940000000600BF6094000000080DB6E594000000080F0F60940000000E0DB6E59400000004096F70940000000A0DB6E59400000000034F80940000000E0DA6E5940000000C0C5F8094000000060D86E5940000000E0AAF9094000000080D56E59400000000045FA0940000000C0D16E594000000020D3FA094000000060CE6E5940000000A03FFB094000000060CA6E59400000006090FB094000000080C66E594000000020D5FB094000000020C16E5940000000200CFC094000000040BA6E59400000000034FC0940,256792085216,59,,,,,,,,,,,,,,,,,,,,,,,,256792085216,0,1,2,769230.769230769
7675,0105000020E610000001000000010200000006000000240ED940BA6E594068A6620034FC094062DC0DA2B56E5940191A912043FC0940E04BE141B36E59404085A78049FC0940B1FB8EE1B16E5940191A912043FC0940DBDC989EB06E5940FF9B72E030FC0940365CE49EAE6E594029E363A000FC0940,256859194080,,,,,,,,,,33,,,,,,,,,,,,,,,256859194080,0,1,2,769230.769230769
7728,0105000020E610000001000000010200000005000000D3D9C9E0286B594087105F3F27B908404A0A2C80296B5940750FE05FCAB90840386BF0BE2A6B594046D5E91FC8BA0840DDEBA4BE2C6B5940214F9A1FE2BB0840D7FA22A12D6B5940FCDF743F65BC0840,258671133408,50,57,48,42,41,44,39,28,48,38,27,17,20,57,44,50,45,61,51,,54,60,61,49,258671133408,0,1,1,384615.384615385
7729,0105000020E610000001000000010200000003000000D3D9C9E0286B594087105F3F27B90840BA490C022B6B59407EC3869FE6B90840FBEAAA402D6B594005451C8047BB0840,258704687840,32,39,39,83,39,,41,,,,,,15,,32,,,,,47,,145,,36,258704687840,0,1,1,384615.384615385
7730,0105000020E610000001000000010200000003000000982F2FC03E6B5940199957E0F1C608402D5F97E13F6B5940FBB7A2FFABC708401AC05B20416B59400B33448099C80840,258738242272,52,41,45,41,37,53,49,37,42,50,42,,46,48,48,45,61,58,,56,57,64,64,49,258738242272,0,1,3,1153846.15384615
7759,0105000020E61000000100000001020000000700000000000080336659400000000070290940000000603266594000000000A42809400000008030665940000000C06C260940000000C02F665940000000C0DD240940000000C02F6659400000008011220940000000002F665940000000203B1A0940000000402F66594000000020A4190940,259711320800,,,,,,,85,70,89,69,72,58,,82,78,,,,,,,,,112,259711320800,0,1,4,1538461.53846154
7921,0105000020E61000000100000001020000000900000062D9CC21A9655940CCC49DA087810840C5707500C465594052F035808E8108407D93A641D16559405DCA1200908108405167EE21E1655940AF8A81BFA981084069ACFD9DED6559401215687FB9810840E44BA8E0F06559409C8D1160C3810840378C82E0F1655940C8E269BFD68108406CCD565EF2655940E69A7E60F981084024ED461FF365594073D27FFF7B820840,265147138784,,52,,,,,35,,37,,,,12,11,15,,,64,,,,,,57,265147138784,0,1,2,769230.769230769
7926,0105000020E61000000100000001020000000200000063B83A00E2655940FE34A44055730840A4A7C821E2655940EB9D5D0012740840,265314910944,,,18,,19,,125,,32,,,26,,46,,69,37,66,,,,27,53,49,265314910944,0,1,2,769230.769230769
7927,0105000020E6100000010000000102000000020000004A287D21E4655940667F873F167408404A287D21E46559405DF525C055730840,265348465376,30,55,41,50,65,43,,61,,,42,,107,34,56,46,,,,,,58,37,20,265348465376,0,1,2,769230.769230769
7928,0105000020E61000000100000001020000000200000063B83A00E265594088916F004774084063B83A00E26559403690916068750840,265382019808,,26,36,26,18,,65,30,34,25,39,28,28,31,52,49,69,69,,43,44,28,44,38,265382019808,0,1,2,769230.769230769
7951,0105000020E61000000100000001020000000800000085CC9541B565594030485DDF455F084093FC885FB16559406C719540AD5E084037AAD381AC655940E4C5BA9FF05D0840EA5A7B9FAA65594017B3EBFF985D0840FDF9B660A96559404390A4204F5D08400F99F221A8655940E614911FF95C0840BC581822A765594097A08EE0A95C08403A7AFCDEA66559400504AD9F825C0840,266187326176,51,40,40,44,34,63,49,,36,,,40,45,75,,68,44,,,,,,44,61,266187326176,0,1,5,1923076.92307692
7952,0105000020E61000000100000001020000000200000003EE79FEB4655940137F779FA15F0840060FD3BEB9655940847698405B600840,266220880608,32,33,41,26,33,37,41,37,34,32,27,45,111,30,36,,38,34,,,45,36,46,47,266220880608,0,1,4,1538461.53846154
7954,0105000020E6100000010000000102000000020000005358A9A0A265594037E2A8607D5108400C789961A36559401147CB3F02580840,266287989472,,38,,,35,42,36,49,,45,,41,,45,57,41,39,95,,,,52,,27,266287989472,0,1,2,769230.769230769
7955,0105000020E6100000010000000102000000020000000B2AAA7EA5655940ED6D6DC06B5008408D08C6C1A5655940BF858E807E4D0840,266321543904,,79,41,34,42,41,52,,55,53,,44,31,31,31,45,35,,,,,51,,,266321543904,0,1,1,384615.384615385
7963,0105000020E610000001000000010200000002000000C74961DEE36559407B62637F557508404A287D21E46559404682042049740840,266623533792,16,,23,38,33,23,36,19,,23,18,,81,,42,,,,,,,18,37,23,266623533792,0,1,2,769230.769230769
7964,0105000020E6100000010000000102000000020000008D08C6C1A5655940FF6F9120015808408D08C6C1A5655940B089B3BF3F570840,266657088224,51,26,36,47,44,,,,36,39,,58,,36,61,25,40,,,,,38,49,49,266657088224,0,1,2,769230.769230769
8045,0105000020E610000001000000010200000007000000C26D6DE1796959407889A02067680840931D1B8178695940C8A5E0DF56680840990E9D9E77695940651BFA1F4768084046CEC29E76695940664130602C680840766C04E275695940D86EB35F146808407D5D86FF74695940B9196EC0E7670840E82D1EDE7369594003CE73C085670840,269307888352,,,37,,,,,,,,,,,,,,,,,,,,,,269307888352,0,1,3,1153846.15384615
8046,0105000020E610000001000000010200000004000000C26D6DE1796959407889A020676808401CEDB8E1776959407F166C9F656808406ABE4A3E766959407F166C9F65680840A14D0E9F74695940E8205CBF68680840,269341442784,,,,,40,,,23,,,,,,,,,,,,,,,,,269341442784,0,1,3,1153846.15384615
8047,0105000020E610000001000000010200000007000000973B33C170695940E27B982097660840020CCB9F6F695940C2CC6F7FCB670840CDCAF6216F695940B7F3378002680840D4BB783F6E6959401958E8FF2C680840817B9E3F6D6959402D56FDDF4B680840F8F9EFC16B695940CCFFB3FF64680840ACAA97DF696959400D597AC07E680840,269374997216,,,,,,32,,,,40,,,,,,,,,,,,,,,269374997216,0,1,3,1153846.15384615
8048,0105000020E610000001000000010200000004000000ACAA97DF696959400D597AC07E6808404F58E201656959409314817F84680840941799805F695940290A915F81680840DCF4673F5269594069E55E6056680840,269408551648,,,,,70,31,,,,31,,57,,,,,,,,,,,,,269408551648,0,1,2,769230.769230769
8049,0105000020E610000001000000010200000004000000DCF4673F5269594069E55E60566808404CE3175E496959407B64D6FFF767084032772D211F6959405E1C2A00A5650840EA93DC611369594061EA9DC02A650840,269442106080,69,,46,49,47,64,,,46,,37,27,57,38,,,,,,,,,,,269442106080,0,1,2,769230.769230769
8051,0105000020E6100000010000000102000000030000001FBDE13E72695940BBA5CD1F706808408CDB68006F6959407DE3734075680840ACAA97DF696959400D597AC07E680840,269509214944,,,,,,,,,,,,,29,,,,,,,,,,,,269509214944,0,1,3,1153846.15384615
8052,0105000020E610000001000000010200000007000000E0F42EDE8F6959404FCE0EC01F6908403753211E89695940392CCBDFD6680840EC51B81E85695940780799E0AB68084058703FE081695940A8A85DC08968084095F0845E7F69594099948ADF77680840963E74417D69594008FFA6A070680840C26D6DE1796959407889A02067680840,269542769376,,69,,,,17,,26,,,,,,,26,,,,,,,,,,269542769376,0,1,4,1538461.53846154
8091,0105000020E610000001000000010200000002000000D9EE1EA0FB6859409AD69E40757708403AADDBA0F66859400FBB6BE079770840,270817837792,42,47,56,40,106,58,37,,38,,42,,55,,28,,,48,68,,34,,57,36,270817837792,0,1,2,769230.769230769
8092,0105000020E610000001000000010200000002000000ADBF2500FF6859402092A5FF7A770840D9EE1EA0FB6859409AD69E4075770840,270851392224,40,,33,40,47,37,35,54,36,,,,55,,28,,,48,62,,34,,30,22,270851392224,0,1,2,769230.769230769
8126,0105000020E6100000010000000102000000020000003659A31EA2695940A8299700DB850840D906EE409D695940FF6D1EA05E850840,272126460640,52,48,48,51,45,36,49,38,42,41,26,43,43,45,36,54,,51,56,46,,58,58,58,272126460640,0,1,1,384615.384615385
8128,0105000020E610000001000000010200000004000000963E74417D695940E64117606181084066A032FE7D6959401BD376C033810840C58EC6A17E6959404A743BA01181084095F0845E7F695940C8116380E1800840,272193569504,,,,,,,,,,,,,,,,,5,,,,,,,,272193569504,0,0,14,5384615.38461538
8129,0105000020E610000001000000010200000003000000963E74417D695940E6411760618108401B9FC9FE7969594080125D1FEF800840145D177E7069594071AF8A3FA37F0840,272227123936,46,,57,,42,34,38,43,35,10,35,,45,55,,,,66,53,54,,,89,50,272227123936,0,1,15,5769230.76923077
8130,0105000020E610000001000000010200000006000000963E74417D695940E641176061810840554FE61F7D6959401C516F8078810840724EECA17D695940888FFC7FA4810840E8305F5E8069594038EB5BFF11820840F390291F82695940B3AD4D00518208409911DE1E84695940582FD0FFBC820840,272260678368,,,,,,,,,,,,,,,,,,,,33,,,,,272260678368,0,1,14,5384615.38461538
8131,0105000020E610000001000000010200000002000000D2C77C40A069594050F785801186084025085740A16959409270290029860840,272294232800,48,,57,32,54,30,48,50,55,,34,49,58,51,39,56,73,36,,54,,,45,59,272294232800,0,1,1,384615.384615385
8132,0105000020E610000001000000010200000002000000D2C77C40A069594050F785801186084032384A5E9D69594054398AFF7D860840,272327787232,,,,,,13,,17,,,,,,,,,,,,,,,,,272327787232,0,1,1,384615.384615385
8133,0105000020E610000001000000010200000003000000A6B915C26A695940DA3B829F617F084044FB58C16F695940AC195B0001800840177E703E75695940F2C28CDFCA800840,272361341664,71,,46,51,55,,,40,34,,,,62,43,32,87,49,,,,,,,37,272361341664,0,1,15,5769230.76923077
8135,0105000020E610000001000000010200000002000000E736E15E996959401B8FC65F62850840D2C77C40A069594050F7858011860840,272428450528,51,,50,33,51,36,50,50,50,,35,44,50,33,56,62,,29,,,,,,61,272428450528,0,1,1,384615.384615385
