cartodb_id,the_geom,segment_id,hour_23_avg,hour_22_avg,hour_21_avg,hour_20_avg,hour_19_avg,hour_18_avg,hour_17_avg,hour_16_avg,hour_15_avg,hour_14_avg,hour_13_avg,hour_12_avg,hour_11_avg,hour_10_avg,hour_9_avg,hour_8_avg,hour_7_avg,hour_6_avg,hour_5_avg,hour_4_avg,hour_3_avg,hour_2_avg,hour_1_avg,hour_0_avg,right_segment_id,right_drive_on_right,right_oneway,count_vals,count_vals_density
2765,0105000020E6100000040000000102000000050000005C8E57207A665940C93935C09A350940C170AE61866659405159A01F3E370940D6E253008C665940B54A557F293809402C4487C09166594062B908004C39094049F59D5F94665940FD615300EF39094001020000000300000049F59D5F94665940FD615300EF39094070067FBF986659408C18F2DFEE3A094004E8F7FD9B665940DF57FEDF853B094001020000000400000004E8F7FD9B665940DF57FEDF853B09405B971AA19F665940F0879FFF1E3C0940A69883A0A3665940736870DF933C09403A7AFCDEA666594008A98020E53C09400102000000040000003A7AFCDEA666594008A98020E53C0940001B1021AE66594047EA77405D3D0940815D4D9EB26659401D33F55F8C3D09403D9E961FB8665940B75CA21FB23D0940,88617272032,39,24,30,26,14,26,29,21,26,24,31,40,24,31,30,42,21,33,,,,86,87,38,88617272032,0,1,1,384615.384615385
2873,0105000020E6100000080000000102000000030000003D98141F9F6D5940CC6A911FB7B809406CE8667FA06D5940A87A0980B7B9094025085740A16D5940D5255FE024BB094001020000000200000025085740A16D5940D5255FE024BB0940E318C91EA16D594028BD2D601BBC0940010200000002000000E318C91EA16D594028BD2D601BBC0940070951BEA06D5940E7932E6076BD0940010200000002000000070951BEA06D5940E7932E6076BD09405B971AA19F6D5940E192EBBF31C009400102000000020000005B971AA19F6D5940E192EBBF31C00940D8B8FE5D9F6D594097CC6FA0D9C00940010200000003000000D8B8FE5D9F6D594097CC6FA0D9C009403D98141F9F6D5940FD4A29E085C20940F6B704E09F6D594083DD8F5F68C30940010200000003000000F6B704E09F6D594083DD8F5F68C3094077483140A26D594024DC9EFFA2C40940085A8121AB6D59407C0B6FFF5FC70940010200000002000000085A8121AB6D59407C0B6FFF5FC70940A69BC420B06D5940E31FF09FF2C80940,92308259552,,,,,,,23,,,,,,,,,,,,,,,,,,92308259552,0,1,2,769230.769230769
2915,0105000020E61000000500000001020000000A000000EB573A1F9E6D59407B698A00A7B7094045D7851F9C6D594051C931403FB7094094F6065F986D5940A7FF51407FB609409C35785F956D5940743BC11FFAB509400954FF20926D5940FCA45EE087B5094069C4CC3E8F6D5940E238B6BF2FB5094002124DA0886D5940C6BEA6FF93B409402D414640856D5940BAD662E04EB40940CFA0A17F826D5940B83234E024B409406B0F7BA1806D59403F1471DF0FB409400102000000030000006B0F7BA1806D59403F1471DF0FB40940CC7F48BF7D6D5940E27925A0F4B30940BF49D3A0686D59401F408EFF65B30940010200000006000000BF49D3A0686D59401F408EFF65B30940F9F36DC1526D594003A6A180CCB209403EB324404D6D594088E3AF7F8DB209407C8159A1486D594046EC134031B2094042D13C80456D59408430755FE7B109401EDE7360396D5940ABEE70BF6CB009400102000000020000001EDE7360396D5940ABEE70BF6CB00940B5DD04DF346D5940700DA640EAAF0940010200000003000000B5DD04DF346D5940700DA640EAAF09407B2DE8BD316D594056A1FD1F92AF09407C7BD7A02F6D5940D074C0BF52AF0940,93784654560,,,,,,,,,,,,25,,,,,39,,,,,,,,93784654560,0,1,2,769230.769230769
2916,0105000020E6100000040000000102000000030000007C7BD7A02F6D5940D074C0BF52AF09401478279F1E6D59402DE9AC3F57AD0940B0E600C11C6D5940F9FF8A5F25AD0940010200000003000000B0E600C11C6D5940F9FF8A5F25AD0940C9737D1F0E6D594018A0A7E074AB09403C8386FE096D594080BB689FF9AA09400102000000050000003C8386FE096D594080BB689FF9AA09401AE1ED41086D5940E237E8BFC5AA0940D5D00660036D5940617D4D2036AA0940BF1072DEFF6C594030DFF23F96A90940ADBF2500FF6C5940657052A068A9094001020000000C000000ADBF2500FF6C5940657052A068A90940073F7100FD6C5940E7E954E001A9094044BFB67EFA6C594024B0BD3F73A809404D4C1762F56C5940A0438D0076A709402C2CB81FF06C594061A92EE065A60940EC8A19E1ED6C5940DF58CCDFEFA509409F3BC1FEEB6C59404BAE83FF84A50940F3C98AE1EA6C594043A21A4009A50940D5CA845FEA6C59408AB2F13F7DA4094070EB6E9EEA6C594055BB68C007A40940E02A4F20EC6C59407E83BC3F5AA30940575BB1BFEC6C594075511D40F9A20940,93818208992,,34,,41,,,,,18,,21,27,159,,,,,,,,,,,55,93818208992,0,1,2,769230.769230769
2932,0105000020E61000000500000001020000000700000047E9D2BF246F59408FE1B19FC5120940D3D9C9E0286F59402D57A26084100940317A6EA12B6F59402FA678E08C0F0940D7FA22A12D6F5940D08C8F60F40E0940064B75012F6F59404C16F71F990E09408ECC237F306F594034D0843F260E0940B62BF4C1326F5940AAF1B13F790D0940010200000002000000B62BF4C1326F5940AAF1B13F790D09405B5EB9DE366F59400D2D99004F0C09400102000000020000005B5EB9DE366F59400D2D99004F0C09407C8159A1486F5940FAA93B60680709400102000000020000007C8159A1486F5940FAA93B6068070940D8D64FFF596F594054656BBFAD020940010200000002000000D8D64FFF596F594054656BBFAD0209405376FA415D6F59409AD76C40DF010940,94422188768,,,,,,,42,,,50,,,,,,,,,,,,,,,94422188768,0,1,4,1538461.53846154
2933,0105000020E6100000010000000102000000030000005376FA415D6F59409AD76C40DF010940A14ACD1E686F5940DC798780E8FE084096EA025E666F594090B67560CEFE0840,94455743200,,,,,,,21,,,,,,,,,,,,,,,,,,94455743200,0,1,2,769230.769230769
2956,0105000020E61000000700000001020000000200000080608E1EBF6F594098075D8085450940EA5DBC1FB76F5940CB5AB7FFD0450940010200000002000000EA5DBC1FB76F5940CB5AB7FFD0450940BF2B82FFAD6F5940DFD6C49F34460940010200000002000000BF2B82FFAD6F5940DFD6C49F34460940BD0166BE836F5940830A16A0D0470940010200000002000000BD0166BE836F5940830A16A0D04709403480B740826F594088D47AE0DF4709400102000000030000003480B740826F594088D47AE0DF470940EC4E779E786F5940651BFA1F474809409A0B5C1E6B6F5940A1285460964809400102000000020000009A0B5C1E6B6F5940A1285460964809408DD5E6FF556F5940BAFE3420084909400102000000020000008DD5E6FF556F5940BAFE3420084909404CE3175E496F5940FE1B07A049490940,95261049568,31,,26,31,,,41,28,40,,19,33,,,28,,28,,35,,,,45,47,95261049568,0,1,3,1153846.15384615
2957,0105000020E6100000020000000102000000050000004CE3175E496F5940FE1B07A049490940753FA7203F6F5940634A1C6083490940D28E1B7E376F594055A77F20AB4909407B2DE8BD316F594071C827E0AE49094043C879FF1F6F5940811302A02749094001020000000200000043C879FF1F6F5940811302A02749094047E6913F186F5940DF558B5FE3480940,95294604000,26,21,18,18,22,23,20,18,28,13,18,19,25,17,20,21,26,36,37,62,30,39,34,27,95294604000,0,1,3,1153846.15384615
2963,0105000020E6100000030000000102000000030000009C3237DF886F5940C4AF9ADF170C09409A5C8C81756F59409901DB7F6C0B09403B6EF8DD746F594067BCE79F640B09400102000000040000003B6EF8DD746F594067BCE79F640B0940E65AB4006D6F594075E18B1FF80A0940EE96E4805D6F59401870E01F000A09407715527E526F5940273DC21F340909400102000000020000007715527E526F5940273DC21F3409094001309E41436F5940F8DC6C201B080940,95495930592,,48,,,,,,,,75,,65,,,,,,,,,,,,47,95495930592,0,1,3,1153846.15384615
2964,0105000020E61000000100000001020000000300000001309E41436F5940F8DC6C201B080940C1374D9F1D6F5940B4B8731F88050940B7D100DE026F5940A822707F89030940,95529485024,,48,,,,,104,,59,63,,,,35,,,,,,85,,,,,95529485024,0,1,3,1153846.15384615
2967,0105000020E610000005000000010200000004000000E3546B61166F59404406A85FD84809408BA548BE126F5940FD9C695FCC4809405A828C800A6F5940799707C0AA480940703FE081016F59409F021E20B1480940010200000004000000703FE081016F59409F021E20B148094020CF2EDFFA6E5940B5266940B5480940D5CA845FEA6E594077E162A0C64809400C570740DC6E5940A8265680CE4809400102000000040000000C570740DC6E5940A8265680CE4809406BF46A80D26E5940E90F8B20E7480940A180ED60C46E5940203FC0FFFB4809400D51853FC36E5940203FC0FFFB4809400102000000020000000D51853FC36E5940203FC0FFFB480940ADDD76A1B96E5940742565FFFA480940010200000002000000ADDD76A1B96E5940742565FFFA4809409E5C5320B36E594075BB2C60E1480940,95630148320,23,35,38,24,31,,29,34,40,29,31,29,36,33,47,48,38,50,51,45,45,69,50,39,95630148320,0,1,2,769230.769230769
2974,0105000020E61000000100000001020000000500000091ED7C3F356F59405B23A37F590C0940B2BCAB1E306F5940BF6DBFDFDC0D09404A0A2C80296F5940F8EEE23FD50F094059880E81236F59405EB48D605F120940A1681EC0226F59409B515680AD120940,95898583776,,,,,21,,,,19,,,31,20,,,31,,,,,,,,,95898583776,0,1,4,1538461.53846154
2976,0105000020E610000007000000010200000003000000776682E15C695940C165A1DFEFBE084090F63FC05A69594065F18BE0B9BE0840CD76853E58695940581A1960F6BD0840010200000002000000CD76853E58695940581A1960F6BD08407024D060536959408A2283607EBC08400102000000020000007024D060536959408A2283607EBC08409414580053695940CEE6EDDF27BC08400102000000030000009414580053695940CEE6EDDF27BC0840F9F36DC1526959405BB8C55F07BC0840D503E62153695940CB59E9FF66BB0840010200000002000000D503E62153695940CB59E9FF66BB08409E2633DE56695940C51A4F8038BA08400102000000020000009E2633DE56695940C51A4F8038BA084090F63FC05A6959405297CE7FF6B8084001020000000200000090F63FC05A6959405297CE7FF6B808401DE736E15E6959404334FC9FAAB70840,95965692640,,,,,,,,80,45,,,,31,,,,,,,,,,,,95965692640,0,1,2,769230.769230769
2980,0105000020E6100000060000000102000000030000009F776341616959408A1F42E071BF084003098A1F63695940677DEB3F42BF0840103FFF3D786959409539E9BFFFBD0840010200000002000000103FFF3D786959409539E9BFFFBD0840F3936A9F8E6959406CE8667FA0BC0840010200000002000000F3936A9F8E6959406CE8667FA0BC08403BC5AA4198695940F707A95F12BC08400102000000020000003BC5AA4198695940F707A95F12BC0840E318C91EA16959403E88118087BB0840010200000004000000E318C91EA16959403E88118087BB08401DC9E53FA4695940C9B5BAFF3CBB08403A7AFCDEA6695940813E1560EDBA0840323B8BDEA9695940DCBC926081BA0840010200000003000000323B8BDEA9695940DCBC926081BA08405B9A5B21AC695940C74085C01DBA084048FB1F60AD69594009DFB9FFE1B90840,96099910368,53,50,,,,,,,,63,40,,,,,,,,,,,,,55,96099910368,0,1,2,769230.769230769
2987,0105000020E610000006000000010200000002000000EE96E4805D6959403FDA28809CB708409B560A815C6959404542633FEEB708400102000000020000009B560A815C6959404542633FEEB70840D2E5CDE15A695940C012BCDF70B80840010200000002000000D2E5CDE15A695940C012BCDF70B8084024D5777E51695940ABDE6D2055BB084001020000000300000024D5777E51695940ABDE6D2055BB084089B48D3F51695940A91E61FF12BC084000E5EFDE516959400F4E1B4085BC084001020000000200000000E5EFDE516959400F4E1B4085BC0840AAD4EC81566959404ED0AABFF3BD0840010200000003000000AAD4EC81566959404ED0AABFF3BD0840859675FF586959408CEC1020BFBE084061A6ED5F59695940CEE3AC5F1BBF0840,96334791392,,37,,,,,,,,40,,,36,,,,,,,,,,,,96334791392,0,1,2,769230.769230769
2992,0105000020E610000007000000010200000003000000CE8E54DFF9685940166006001AB709402B323A200969594092B266E057B7094023F3C81F0C6959402938E59F53B7094001020000000400000023F3C81F0C6959402938E59F53B709406803B001116959405B13A0E041B70940F4A5B73F17695940142C6920F1B6094023F609A01869594047979240DEB6094001020000000200000023F609A01869594047979240DEB6094046EF54C03D695940374591FF13B5094001020000000400000046EF54C03D695940374591FF13B5094000E2AE5E45695940F6DD639FB6B40940F9F36DC152695940737F9AFFFCB30940AAD4EC81566959406727C5BFB6B30940010200000002000000AAD4EC81566959406727C5BFB6B30940ED48F59D5F69594046C373000EB30940010200000003000000ED48F59D5F69594046C373000EB309406FD921FE616959409805EAFFE2B20940EA78CC4065695940C9CCE41FA6B20940010200000002000000EA78CC4065695940C9CCE41FA6B20940DBFD2AC0776959407300D43F4EB10940,96502563552,29,,,,,,,30,,38,,,26,,29,26,,,,,,,42,26,96502563552,0,1,1,384615.384615385
2994,0105000020E6100000030000000102000000020000009A232BBF0C6F59407452EB3F634D09406FF4311F106F59408110C11F1B4C09400102000000030000006FF4311F106F59408110C11F1B4C094097530262126F5940602E77A02D4B0940B4041901156F59402D942B40044A0940010200000002000000B4041901156F59402D942B40044A094012A5BDC1176F59404B04AA7F10490940,96569672416,32,21,13,18,12,,,,,5,,,4,,17,21,,25,,30,34,65,25,31,96569672416,0,1,2,769230.769230769
3030,0105000020E61000000400000001020000000500000062821ABE856B5940D0B7A220BAC00840177E703E756B5940CA3799C0C6C008406FD921FE616B5940DFEAAD3F91C008404CE3175E496B5940DEDC46A04DC00840950ED6FF396B594002A42E002AC00840010200000002000000950ED6FF396B594002A42E002AC00840D6AC33BE2F6B594018C879202EC00840010200000003000000D6AC33BE2F6B594018C879202EC0084030293E3E216B5940DCB6106068C00840AF9811DE1E6B594040D165FF76C00840010200000002000000AF9811DE1E6B594040D165FF76C0084043C5387F136B5940835EC99FB9C00840,97878295264,,,75,,77,82,82,,,128,76,,71,,,,,,,,,,,,97878295264,0,1,2,769230.769230769
3035,0105000020E61000000100000001020000000600000098141F9F906E5940C3B78F60D3F80940B2F50CE1986E59400263BF1F65F90940B4C876BE9F6E5940D67390DFF4F909402E1A321EA56E5940DEF02F40AAFA09407E8AE3C0AB6E5940EBAFD31FCCFB09402E1D739EB16E594031CA3BA0CFFC0940,98046067424,,,,,,,,,,,,,,,,,,,,,,,,49,98046067424,0,1,3,1153846.15384615
3055,0105000020E6100000020000000102000000040000003B8C497F2F66594093186780C90D0940B30A9B012E6659403202E8FF6E0C0940A8AAD0402C665940B772FE3FB10A0940583A1F9E256659401D8C5C6024060940010200000002000000583A1F9E256659401D8C5C60240609408EC9E2FE236659405FC4678045050940,98717156064,93,85,82,91,88,81,80,95,88,93,86,90,103,93,91,87,76,108,97,,95,,,95,98717156064,0,1,1,384615.384615385
3097,0105000020E610000004000000010200000003000000753C66A0326B5940D22F19E0E5BE0840D9CD8C7E346B5940DE5E4EE008C008402C0E677E356B5940ED68B9BFBCC008400102000000020000002C0E677E356B5940ED68B9BFBCC0084084BD8921396B59403FC0BDDF26C3084001020000000200000084BD8921396B59403FC0BDDF26C308401EDE7360396B59404D3EC95F52C308400102000000020000001EDE7360396B59404D3EC95F52C308403B8F8AFF3B6B594002B9E59FF0C40840,100126442208,39,32,27,34,29,32,64,9,22,25,9,10,13,30,27,51,56,54,,54,56,27,55,49,100126442208,0,1,4,1538461.53846154
3161,0105000020E610000002000000010200000002000000A2629CBF096A5940D03283DF23E60840A25F5B3FFD695940771BABFF39E50840010200000002000000A25F5B3FFD695940771BABFF39E50840575BB1BFEC69594098D795BF10E40840,102206816992,61,53,65,64,54,37,44,44,35,37,32,34,47,33,57,67,70,74,75,78,83,72,71,66,102206816992,0,1,2,769230.769230769
3174,0105000020E6100000020000000102000000020000005952EE3EC768594027280B806DC408408D0B0742B26859409AD42BC0D2C408400102000000020000008D0B0742B26859409AD42BC0D2C408409B3BFA5FAE68594044C85080EEC40840,102643024608,,,57,,,25,,44,36,49,,,,28,44,,42,,,,,,,,102643024608,0,1,2,769230.769230769
3175,0105000020E6100000040000000102000000030000009C6ED921FE685940F62387802AC308401ADEACC1FB685940F3D71A0060C30840C05B2041F16859409BA5098096C30840010200000002000000C05B2041F16859409BA5098096C30840D0D6C1C1DE6859409AFDCBFFF5C30840010200000002000000D0D6C1C1DE6859409AFDCBFFF5C3084031444E5FCF6859408324814046C4084001020000000200000031444E5FCF6859408324814046C408405952EE3EC768594027280B806DC40840,102676579040,,44,,,,51,,,,62,52,54,43,,48,,45,,,,,,,,102676579040,0,1,2,769230.769230769
3235,0105000020E610000007000000010200000002000000B91CAF40F467594051F10380F86B08400B5D8940F567594038748AC01E6C08400102000000020000000B5D8940F567594038748AC01E6C0840E76F422102685940C7018960FB6D0840010200000004000000E76F422102685940C7018960FB6D08402711E15F04685940D7B331C04F6E08407E7214200A685940CB1AED9F446F08401893FE5E0A685940083ABDFF4D6F084001020000000B0000001893FE5E0A685940083ABDFF4D6F0840BAF59A1E1468594092EFEFBFD77008400A664CC11A68594011F58AC0BB71084059880E81236859407BE39CBFA6720840CC9A58E02B68594029FA8DC069730840ABCB290131685940DF4588C0CB730840AFEC82C135685940F0F730202074084001DF6DDE38685940BA66D1BF4D740840C45E28603B685940C38A09206B740840753FA7203F685940F3A9C6BF8D7408405CAFE94141685940617E1B20A07408400102000000020000005CAFE94141685940617E1B20A0740840B1C22D1F49685940035C6F1FE2740840010200000002000000B1C22D1F49685940035C6F1FE27408409C53C90050685940104A0CC00E7508400102000000040000009C53C90050685940104A0CC00E750840A7B393C1516859400A5A713F1A750840CD76853E586859407CF82AE03B7508404F58E201656859402556883F71750840,104723399392,,,,,41,,27,,,,,,,,,,,,,,,,,,104723399392,0,1,1,384615.384615385
3237,0105000020E6100000010000000102000000060000004A287D21E468594063A110E078770840D2A92B9FE56859408A9C951F7E770840198D7C5EF168594007152C40A1770840A67D737FF5685940701F1C60A4770840EB8D5A61FA685940C405C15FA3770840D9EE1EA0FB6859401D397760A5770840,104790508256,47,55,41,47,38,43,49,59,,,52,46,50,32,46,39,51,,37,,,,52,52,104790508256,0,1,3,1153846.15384615
3253,0105000020E610000004000000010200000002000000060FD3BEB9655940847698405B600840F19F6EA0C06559404B82A23F55610840010200000002000000F19F6EA0C06559404B82A23F5561084085CFD6C1C16559404E26D13F7F61084001020000000200000085CFD6C1C16559404E26D13F7F610840C991CEC0C8655940B6E1EADF79620840010200000004000000C991CEC0C8655940B6E1EADF7962084081B1BE81C96559407CF6B75F99620840D4F19881CA655940F96E4E80BC6208403465A71FD4655940DF40D4BF1C640840,105293824736,36,45,36,36,32,34,43,53,35,34,34,50,130,45,40,31,43,45,,,,,,40,105293824736,0,1,5,1923076.92307692
3254,0105000020E61000000300000001020000000C0000003465A71FD4655940DF40D4BF1C6408408BC6DADFD96559409D08C99FFB640840FB05BB61DB655940826519A03C650840838769DFDC6559401EC3633F8B650840B2D7BB3FDE6559401C0E64A0DF65084022179CC1DF655940F3D4D97F536608403468E89FE06559408FA2B53FA3660840AB984A3FE16559404BDE4AC0F966084063B83A00E2655940C9F4B65F5F6708403FC8B260E26559404321E1FFB767084098F90E7EE2655940E4DE5740FC6708403FC8B260E265594006BE603FDD6B08400102000000020000003FC8B260E265594006BE603FDD6B08403FC8B260E2655940631F09A0BD6F08400102000000020000003FC8B260E2655940631F09A0BD6F084063B83A00E2655940FE34A44055730840,105327379168,,,,,,,,,,,,,,,,,,45,,,,,,,105327379168,0,1,4,1538461.53846154
3255,0105000020E6100000030000000102000000020000000C789961A36559405A54384038580840CA880B40A36559402FB5AD7F3A5A0840010200000009000000CA880B40A36559402FB5AD7F3A5A0840CA880B40A3655940D5255FE0245B08400C789961A365594042E2E49F955B084065A9F57EA3655940FE1D7A20EC5B0840E88711C2A3655940E8D49D403B5C08401DC9E53FA4655940B08D99C0845C0840D5E8D500A5655940D896859FCD5C08402829B000A66559408A88AC7F215D08407B698A00A7655940B1F46760605D08400102000000040000007B698A00A7655940B1F46760605D0840D9092FC1A96559401731E4BFDD5D0840D1CABDC0AC655940462B10A0535E0840BF2B82FFAD655940D9D4B3FF855E0840,105360933600,36,,50,33,32,,34,44,37,38,38,,,37,67,,48,69,,,,,,38,105360933600,0,1,4,1538461.53846154
3264,0105000020E610000002000000010200000005000000C3499A3FA6655940423B4CA02D5C0840E73922DFA5655940AC6ACD7FDD5B08404C1938A0A5655940CA33B3BF815B08408D08C6C1A5655940B0F7A8E06C5A08404C1938A0A56559403F00883FB35908400102000000020000004C1938A0A56559403F00883FB35908408D08C6C1A5655940EB300D601D590840,105662923488,,53,33,32,38,48,40,,36,45,30,43,38,31,,60,34,,,,,,52,35,105662923488,0,1,3,1153846.15384615
3265,0105000020E61000000200000001020000000500000063B5F97FD56559403CCDB85FF463084027327381CB65594008959780886208404B22FB20CB655940F8F055C077620840ACE0B721C66559409143A3BFC06108405D70067FBF655940CF21DBBFD36008400102000000030000005D70067FBF655940CF21DBBFD3600840D07F0F5EBB655940DA12E25F3E600840323ECC5EB6655940525A45A0765F0840,105696477920,,,39,32,,,43,,,65,,,,40,,,30,,,,,45,,52,105696477920,0,1,6,2307692.30769231
3318,0105000020E6100000050000000102000000040000007B849A2155695940C4CAAA00C66808405646239F57695940BE4AA1A0D2680840E3361AC05B695940119B7E3FEB680840200BD1217069594092DD79A01D690840010200000002000000200BD1217069594092DD79A01D6908404B3D0B42796959405F02BF5F2F6908400102000000030000004B3D0B42796959405F02BF5F2F6908405FB2F1608B69594093EBE03F6169084014B4C9E193695940F44F91BF8B69084001020000000200000014B4C9E193695940F44F91BF8B690840C34659BF996959403E5DFEBFC1690840010200000007000000C34659BF996959403E5DFEBFC16908405776C1E09A695940E486BE3FCE6908407427D87F9D695940562578E0EF690840B8E9CF7EA469594053E772FF686A08402F6EA301BC695940EC40E77F036C08407651F4C0C76959404E8E6DDFC46C08402A53CC41D0695940BF1458DF446D0840,107609080544,,,,,,,,,,,66,,63,,,65,,,,,,,,,107609080544,0,1,4,1538461.53846154
3319,0105000020E610000003000000010200000003000000E0F42EDE8F6959404FCE0EC01F690840F7B182DF86695940A56A58DF02690840094E7D2079695940E31FF09FF2680840010200000002000000094E7D2079695940E31FF09FF26808409D2CB5DE6F695940168B19C0DF6808400102000000040000009D2CB5DE6F695940168B19C0DF68084081785DBF60695940ABDCFA9FB2680840A986FD9E58695940238A87FF8D680840DCF4673F5269594069E55E6056680840,107642634976,71,,50,84,,,,,,,,,66,,,,,,,,,,,66,107642634976,0,1,4,1538461.53846154
3339,0105000020E6100000050000000102000000020000002A53CC41D0695940BF1458DF446D084022C66B5ED56959400DEC29208A6D084001020000000200000022C66B5ED56959400DEC29208A6D0840DD06B5DFDA695940B393E25FDB6D0840010200000002000000DD06B5DFDA695940B393E25FDB6D0840EE5D83BEF4695940B3C3A920506F0840010200000005000000EE5D83BEF4695940B3C3A920506F084047E6913F186A594030F1685F50710840FBE769C0206A5940433A7EA0C3710840DACA4BFE276A5940C9737D1F0E72084043CBBA7F2C6A59407D21A2A02D72084001020000000300000043CBBA7F2C6A59407D21A2A02D720840F3AB3940306A5940406C0AE03D7208407F4E417E366A5940A3865F7F4C720840,108280169184,,,,63,,,51,45,,60,,,60,55,,59,,,,,,,,,108280169184,0,1,1,384615.384615385
3349,0105000020E610000003000000010200000002000000AB984A3FE16F5940BA6B85C0FC430940B6F5D37FD66F5940B82D80DF75440940010200000002000000B6F5D37FD66F5940B82D80DF754409400612143FC66F5940D80163BF1F4509400102000000020000000612143FC66F5940D80163BF1F45094080608E1EBF6F594098075D8085450940,108615713504,41,54,36,54,,,54,28,,38,22,31,,21,42,,,45,55,141,83,,40,44,108615713504,0,1,1,384615.384615385
3351,0105000020E610000003000000010200000002000000FCFF3861C26F59400A368500A645094049D74CBED96F5940F07075DFB544094001020000000400000049D74CBED96F5940F07075DFB54409404A287D21E46F594056C9CF5F4B440940EC8A19E1ED6F594028CFA37FD54309400F7EE200FA6F594028697A60324309400102000000020000000F7EE200FA6F594028697A60324309407E7214200A70594003CA8DBF40420940,108682822368,62,56,47,46,46,38,,38,48,,58,60,,,56,58,45,,53,,,,57,56,108682822368,0,1,1,384615.384615385
3352,0105000020E610000003000000010200000002000000A2629CBF09705940761085E002420940CE8E54DFF96F59400F11926005430940010200000003000000CE8E54DFF96F59400F11926005430940E02A4F20EC6F594098599DFFCB43094079758E01D96F5940F916B57F8E44094001020000000200000079758E01D96F5940F916B57F8E44094080608E1EBF6F594098075D8085450940,108716376800,45,71,78,60,102,53,65,44,47,155,77,74,58,94,61,55,63,65,,58,,48,77,63,108716376800,0,1,1,384615.384615385
3354,0105000020E61000000600000001020000000200000012A5BDC1176F59404B04AA7F10490940F0879FFF1E6F5940CCD613C041490940010200000004000000F0879FFF1E6F5940CCD613C0414909407B2DE8BD316F5940E486BE3FCE490940376E313F376F5940806C69A0BF490940DA1EBDE13E6F59403F833400A7490940010200000002000000DA1EBDE13E6F59403F833400A7490940CEC133A1496F59408221693F6B490940010200000002000000CEC133A1496F59408221693F6B49094027F6D03E566F594076C993FF2449094001020000000200000027F6D03E566F594076C993FF24490940554CA59F706F5940D3FDB51F9D480940010200000003000000554CA59F706F5940D3FDB51F9D480940DE1E84807C6F59406F6568C04948094011902FA1826F59408A78A9E009480940,108783485664,33,36,32,37,22,31,40,27,26,32,28,27,31,24,27,35,,,48,54,,40,47,39,108783485664,0,1,3,1153846.15384615
3355,0105000020E61000000300000001020000000200000011902FA1826F59408A78A9E009480940158DB5BFB36F5940AE91D1BF2C460940010200000002000000158DB5BFB36F5940AE91D1BF2C460940075DC2A1B76F5940D258B91F09460940010200000002000000075DC2A1B76F5940D258B91F09460940FCFF3861C26F59400A368500A6450940,108817040096,47,42,33,51,45,44,49,,47,57,38,46,48,37,55,53,60,71,42,64,103,77,52,45,108817040096,0,1,2,769230.769230769
3375,0105000020E610000003000000010200000003000000D906EE409D695940FF6D1EA05E85084029266F80996959403FD8B5FFF98408409544F641966959405B112D609F8408400102000000020000009544F641966959405B112D609F84084062821ABE85695940DDDC6F1F7F82084001020000000300000062821ABE85695940DDDC6F1F7F82084011902FA182695940E474482014820840063065E080695940901D6D7FDB810840,109521683168,40,,37,,39,19,,,23,,,,16,27,,,,53,,,,,,70,109521683168,0,1,14,5384615.38461538
3376,0105000020E6100000030000000102000000020000007009C03FA56959403DE2468089860840240B98C0AD69594055A0589F59870840010200000003000000240B98C0AD69594055A0589F598708402905DD5ED26959404F7675BFF18A084072361D01DC695940915C4060CC8B084001020000000200000072361D01DC695940915C4060CC8B0840E44BA8E0F0695940093A94801C8D0840,109555237600,47,,,43,,37,,25,71,,36,108,43,,,,,,,,,,,51,109555237600,0,1,1,384615.384615385
3377,0105000020E610000003000000010200000002000000177E703E75695940F2C28CDFCA800840751E15FF7769594048BE96802D810840010200000002000000751E15FF7769594048BE96802D8108409E7DE5417A69594086EBCD7F7A8108400102000000030000009E7DE5417A69594086EBCD7F7A810840F1BDBF417B695940995974809A8108409911DE1E84695940582FD0FFBC820840,109588792032,65,,45,48,74,,,37,42,,,,58,52,45,72,,,,,,,,41,109588792032,0,1,15,5769230.76923077
3457,0105000020E610000003000000010200000003000000C9586DFE5F69594067109B9F4DDC084081785DBF60695940B58E05E0FADB0840F1B73D4162695940CE8D86DF8FDB0840010200000002000000F1B73D4162695940CE8D86DF8FDB0840200890A16369594055615C3F37DB0840010200000003000000200890A16369594055615C3F37DB08408599B67F65695940781ADDFFCFDA084096EA025E66695940A261CEBF9FDA0840,112273146592,,26,33,,35,,38,42,26,33,,35,34,28,,,26,37,,,,,,,112273146592,0,1,9,3461538.46153846
3487,0105000020E610000003000000010200000003000000950B957F2D675940018FA0DF943D0940E109BDFE24675940CE2377BFA73D09400D36751E1567594031A19B60AC3D09400102000000020000000D36751E1567594031A19B60AC3D09402C29779FE36659407C6308008E3D09400102000000020000002C29779FE36659407C6308008E3D0940A453573ECB6659406275589F7A3D0940,113279779552,55,54,54,,,,54,,51,62,57,,,57,45,60,,,,,,,,,113279779552,0,1,6,2307692.30769231
3524,0105000020E6100000020000000102000000020000009A417C60C768594051C7BEBF9CC40840C328081EDF685940CE765CBF26C40840010200000003000000C328081EDF685940CE765CBF26C408400E30F31DFC685940EF8BAE7F95C3084090C01F7EFE68594067AA7180AAC30840,117977400032,,,,,,39,,39,,,,40,78,,,41,,44,,,,,,60,117977400032,0,1,2,769230.769230769
